,Treatment,Rep,BenchID,final_ext,position,n,prop_LJ01,prop_LJ02,prop_LJ03,prop_LJ04,prop_LM01,prop_LM02,prop_LM03,prop_LM04,prop_LM05,prop_LM06,raft.z,SLA.z,root.z,growth.z,GenNo,InvSimpson,CI_freq,CIup_diff,CIlow_diff,sig_LJ01,sig_LJ02,sig_LJ03,sig_LJ04,sig_LM01,sig_LM02,sig_LM03,sig_LM04,sig_LM05,sig_LM06,CI_raftUP,CI_raftLOW,CI_SLAUP,CI_SLALOW,CI_rootUP,CI_rootLOW,CI_growthUP,CI_growthLOW,CIdiff_raftUP,CIdiff_raftLOW,CIdiff_SLAUP,CIdiff_SLALOW,CIdiff_rootUP,CIdiff_rootLOW,CIdiff_growthUP,CIdiff_growthLOW
36,S,5,1,16,EDGE,13,0.15,0,0.31,0.23,0.23,0.08,0,0,0,0,0.800371620747688,-0.00462053769175239,0.108059903818845,-0.385720304928954,5,1.3,0.384615384615385,0.384615384615385,-0.307692307692308,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.580750249685472,-0.597350788723704,0.556879029615913,-0.584574407990358,0.619018402458139,-0.626214079689006,0.645491686338999,-0.57587306662685,0.795160448273779,-0.824144237311456,0.809331912182234,-0.775302884982274,0.927230708372341,-0.813689615322457,0.759796066917966,-0.851032373108187
37,S,7,4,18,CORE,11,0.09,0,0.27,0,0.18,0.18,0,0.18,0,0.09,0.0545593639230431,-0.27215218287092,0.196857299160463,-0.157735901233516,6,1.23469387755102,0.413704545454547,0.409318181818187,-0.409318181818182,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.654595542548839,-0.634754504042166,0.608777700599355,-0.689676273932045,0.647318449195653,-0.552848735929293,0.680005895624503,-0.60336137083859,0.881259566629983,-0.952433339844478,0.917634207730988,-0.932725855337313,0.926727301393283,-0.84011433276436,0.875167832539419,-0.89141092139181
38,S,7,4,18,EDGE,5,0,0,0.6,0.2,0.2,0,0,0,0,0,0.717959883254382,-0.415767547955473,0.0783157428848144,-1.12052826012881,NA,NA,0.6,0.6,-0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.01450245741974,-0.902618047686658,0.896738080821685,-1.02161929762908,0.947996246258467,-0.920051765274564,0.991236537806259,-0.89803875463208,1.4531005182803,-1.29693725963756,1.2955091724884,-1.35719412641032,1.41377714939562,-1.32387225870007,1.32164871707501,-1.35073935459759
39,S,9,2,17,CORE,10,0.1,0,0.1,0.1,0,0.1,0.2,0.4,0,0,-0.226283076039905,0.135103211111788,0.473849797858618,-0.280132065032202,6,1.31578947368421,0.42,0.4,-0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.699906125426298,-0.648119427602497,0.6520114136062,-0.72334224195869,0.644631514444934,-0.624192292154159,0.682552550761159,-0.664505581186964,0.984785343599358,-0.973890232530531,0.846595972993738,-0.904050460362582,0.89902913025271,-0.963580288024433,0.854761942021339,-0.937634344593364
40,S,9,2,17,EDGE,9,0.56,0,0,0.11,0,0,0.22,0.11,0,0,0.469607222894054,1.02530243603712,-0.198637202407844,0.829621884903066,NA,NA,0.43338888888889,0.333333333333333,-0.444444444444444,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73196677444223,-0.654017066072879,0.656410352703902,-0.724199756105661,0.745504784226044,-0.676923573916417,0.701627070288992,-0.715294482293764,1.02145546281073,-0.943699755645988,1.05204285025548,-0.922350221246476,0.95678589192455,-1.04397917693211,1.0295451962722,-0.957915985911401
41,S,10,5,31,CORE,9,0,0,0,0,0,0,0,0.22,0,0.78,-0.828028441042402,0.356644190068248,-0.307883708391609,0.300244110726824,NA,NA,0.43338888888889,0.333333333333333,-0.444444444444444,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.73196677444223,-0.654017066072879,0.656410352703902,-0.724199756105661,0.745504784226044,-0.676923573916417,0.701627070288992,-0.715294482293764,1.02145546281073,-0.943699755645988,1.05204285025548,-0.922350221246476,0.95678589192455,-1.04397917693211,1.0295451962722,-0.957915985911401
42,S,10,5,31,EDGE,9,0,0.11,0.33,0.22,0,0.33,0,0,0,0,0.486452741104053,-0.653942538928625,-0.244084065324334,-0.542019631469999,NA,NA,0.43338888888889,0.333333333333333,-0.444444444444444,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73196677444223,-0.654017066072879,0.656410352703902,-0.724199756105661,0.745504784226044,-0.676923573916417,0.701627070288992,-0.715294482293764,1.02145546281073,-0.943699755645988,1.05204285025548,-0.922350221246476,0.95678589192455,-1.04397917693211,1.0295451962722,-0.957915985911401
43,S,11,3,23,CORE,18,0.11,0,0.44,0.28,0,0,0,0.17,0,0,0.664881136927278,-0.126678365320358,0.00197767027486978,-0.782214920051456,4,1.45945945945946,0.327777777777778,0.277777777777778,-0.277777777777778,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.472858684450003,-0.451537945297408,0.475089251252504,-0.525101726901706,0.473196067962204,-0.476409782158864,0.509984015827859,-0.497663392597272,0.604566143461029,-0.687656885485485,0.677392186405159,-0.660309159875587,0.644819393121045,-0.691223228709429,0.708460776291379,-0.686463226312888
44,S,11,3,23,EDGE,15,0.13,0,0.13,0.07,0.2,0,0.07,0,0.07,0.33,-0.0164823474879325,0.378022828891104,-0.172611061590567,0.116362550090301,7,1.25,0.346666666666667,0.366833333333337,-0.266666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.571783809686367,-0.523361093807932,0.524927537635153,-0.576131096172038,0.555863784157437,-0.481299022560623,0.588995623913865,-0.555475547756162,0.823279290089911,-0.77490313456361,0.802200650587574,-0.808360965896456,0.750262179942812,-0.717274639757996,0.751807422394118,-0.795263806841422
45,S,12,5,20,CORE,20,0.1,0,0.3,0.25,0.05,0.1,0.05,0.05,0.05,0.05,0.473518288698335,0.0148840994983415,-0.179176926903132,-0.474069648516034,9,1.22699386503067,0.315025000000001,0.275125000000003,-0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.515422562030036,-0.493894241593298,0.453833161908441,-0.496520072737653,0.491668607035188,-0.427428932331753,0.479591482490231,-0.420198097548303,0.645360729638395,-0.647543243818805,0.65024704335652,-0.699920878225507,0.72348122830396,-0.638218918578669,0.637524912743961,-0.671688454649331
46,S,12,5,20,EDGE,16,0.19,0.13,0.13,0.06,0,0.5,0,0,0,0,0.29296674290275,-0.50010623516994,-0.400478230660976,0.404108460992611,5,1.47126436781609,0.353171875000001,0.281406250000003,-0.3125,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.536461999238839,-0.528735898838677,0.502236776644917,-0.504759002094449,0.504658192609313,-0.492032003948193,0.54589838313968,-0.511723617994522,0.74299332134345,-0.681882922808609,0.712793228766181,-0.733037164320511,0.740952709138505,-0.733826915929368,0.774908590951463,-0.682485211322447
47,S,13,5,17,CORE,11,0.36,0,0.55,0,0,0,0,0,0,0.09,0.5542538551517,0.0303528887668385,-0.602319258914108,-0.0237034824257986,3,1.77941176470588,0.413704545454547,0.409318181818187,-0.409318181818182,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.654595542548839,-0.634754504042166,0.608777700599355,-0.689676273932045,0.647318449195653,-0.552848735929293,0.680005895624503,-0.60336137083859,0.881259566629983,-0.952433339844478,0.917634207730988,-0.932725855337313,0.926727301393283,-0.84011433276436,0.875167832539419,-0.89141092139181
48,S,13,5,17,EDGE,10,0,0.9,0.1,0,0,0,0,0,0,0,0.438598060930953,-1.80917438777349,0.42005716638218,0.0861944815483709,2,5.55555555555556,0.42,0.4,-0.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.699906125426298,-0.648119427602497,0.6520114136062,-0.72334224195869,0.644631514444934,-0.624192292154159,0.682552550761159,-0.664505581186964,0.984785343599358,-0.973890232530531,0.846595972993738,-0.904050460362582,0.89902913025271,-0.963580288024433,0.854761942021339,-0.937634344593364
49,S,14,2,26,CORE,15,0.07,0.07,0,0.27,0,0.2,0.07,0.2,0.07,0.07,0.142586274083735,0.0376057045211161,0.0665288280465945,-0.0910788355027762,8,1.20967741935484,0.346666666666667,0.366833333333337,-0.266666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.571783809686367,-0.523361093807932,0.524927537635153,-0.576131096172038,0.555863784157437,-0.481299022560623,0.588995623913865,-0.555475547756162,0.823279290089911,-0.77490313456361,0.802200650587574,-0.808360965896456,0.750262179942812,-0.717274639757996,0.751807422394118,-0.795263806841422
50,S,14,2,26,EDGE,16,0,0.25,0.13,0.38,0.06,0,0.06,0.06,0,0.06,0.692258595584401,-0.281688808102351,0.274342420529831,-0.587559049221388,7,1.30612244897959,0.353171875000001,0.281406250000003,-0.3125,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.536461999238839,-0.528735898838677,0.502236776644917,-0.504759002094449,0.504658192609313,-0.492032003948193,0.54589838313968,-0.511723617994522,0.74299332134345,-0.681882922808609,0.712793228766181,-0.733037164320511,0.740952709138505,-0.733826915929368,0.774908590951463,-0.682485211322447
51,S,16,3,31,CORE,8,0.13,0,0.5,0,0.13,0.13,0,0.13,0,0,0.298470170875373,-0.419505773307398,0.00411355417172862,-0.458123669429585,NA,NA,0.5,0.437812500000007,-0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.758161795341258,-0.712154395258229,0.709901383341762,-0.731736974669623,0.792131107720352,-0.660591313563123,0.770363178838561,-0.71570600108588,1.02844435840386,-0.967464910534439,1.08178397507789,-1.08271320947813,1.02602769904127,-0.975263375173221,1.00560228473099,-1.08640961118258
52,S,16,3,31,EDGE,11,0,0.27,0.27,0.27,0,0.18,0,0,0,0,0.655466643564387,-0.7485423252386,-0.0452095424835054,-0.539146482085053,4,1.34444444444444,0.413704545454547,0.409318181818187,-0.409318181818182,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.654595542548839,-0.634754504042166,0.608777700599355,-0.689676273932045,0.647318449195653,-0.552848735929293,0.680005895624503,-0.60336137083859,0.881259566629983,-0.952433339844478,0.917634207730988,-0.932725855337313,0.926727301393283,-0.84011433276436,0.875167832539419,-0.89141092139181
53,S,17,5,31,CORE,10,0.1,0.1,0.2,0,0,0,0.1,0,0.4,0.1,-0.460947006755712,0.0566241171904498,-0.745977227680593,0.1005602284731,6,1.31578947368421,0.42,0.4,-0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.699906125426298,-0.648119427602497,0.6520114136062,-0.72334224195869,0.644631514444934,-0.624192292154159,0.682552550761159,-0.664505581186964,0.984785343599358,-0.973890232530531,0.846595972993738,-0.904050460362582,0.89902913025271,-0.963580288024433,0.854761942021339,-0.937634344593364
54,S,17,5,31,EDGE,10,0,0,0.2,0,0.2,0.6,0,0,0,0,0.0419042734130468,-0.683610269034093,-0.0893906964240786,-0.0287314938494554,3,1.78571428571429,0.42,0.4,-0.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.699906125426298,-0.648119427602497,0.6520114136062,-0.72334224195869,0.644631514444934,-0.624192292154159,0.682552550761159,-0.664505581186964,0.984785343599358,-0.973890232530531,0.846595972993738,-0.904050460362582,0.89902913025271,-0.963580288024433,0.854761942021339,-0.937634344593364
55,S,18,1,14,CORE,10,0.1,0,0.1,0.2,0.1,0.4,0,0.1,0,0,0.371551223599144,-0.199789197905772,8.88178419700125E-16,-0.0143657469247264,6,1.31578947368421,0.42,0.4,-0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.699906125426298,-0.648119427602497,0.6520114136062,-0.72334224195869,0.644631514444934,-0.624192292154159,0.682552550761159,-0.664505581186964,0.984785343599358,-0.973890232530531,0.846595972993738,-0.904050460362582,0.89902913025271,-0.963580288024433,0.854761942021339,-0.937634344593364
56,S,18,1,14,EDGE,10,0.2,0.3,0,0.1,0,0.1,0,0.1,0,0.2,0.248632021730574,-0.252150414972022,-0.0522104952565418,0.488435395440766,6,1.25,0.42,0.4,-0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.699906125426298,-0.648119427602497,0.6520114136062,-0.72334224195869,0.644631514444934,-0.624192292154159,0.682552550761159,-0.664505581186964,0.984785343599358,-0.973890232530531,0.846595972993738,-0.904050460362582,0.89902913025271,-0.963580288024433,0.854761942021339,-0.937634344593364
57,S,19,1,27,CORE,10,0,0.2,0.2,0.2,0,0.4,0,0,0,0,0.416249115173239,-0.780064136228353,-0.177990324738211,-0.272949191569837,4,1.38888888888889,0.42,0.4,-0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.699906125426298,-0.648119427602497,0.6520114136062,-0.72334224195869,0.644631514444934,-0.624192292154159,0.682552550761159,-0.664505581186964,0.984785343599358,-0.973890232530531,0.846595972993738,-0.904050460362582,0.89902913025271,-0.963580288024433,0.854761942021339,-0.937634344593364
58,S,19,1,27,EDGE,10,0,0.3,0.2,0,0,0.1,0.2,0.1,0.1,0,-0.229076694242858,-0.608764604806033,0.0601211763560188,-0.301680685419295,6,1.25,0.42,0.4,-0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.699906125426298,-0.648119427602497,0.6520114136062,-0.72334224195869,0.644631514444934,-0.624192292154159,0.682552550761159,-0.664505581186964,0.984785343599358,-0.973890232530531,0.846595972993738,-0.904050460362582,0.89902913025271,-0.963580288024433,0.854761942021339,-0.937634344593364
59,S,20,1,71,CORE,16,0.19,0,0.31,0,0.31,0,0.06,0.13,0,0,0.346967383232973,0.0116570876097453,0.426148390828778,-0.181008411251575,5,1.33333333333333,0.353171875000001,0.281406250000003,-0.3125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.536461999238839,-0.528735898838677,0.502236776644917,-0.504759002094449,0.504658192609313,-0.492032003948193,0.54589838313968,-0.511723617994522,0.74299332134345,-0.681882922808609,0.712793228766181,-0.733037164320511,0.740952709138505,-0.733826915929368,0.774908590951463,-0.682485211322447
60,S,20,1,71,EDGE,15,0.07,0,0.33,0.27,0,0,0.13,0,0,0.2,0.37378611815983,0.209593355812379,-0.300605881780091,-0.640712312842883,5,1.32352941176471,0.346666666666667,0.366833333333337,-0.266666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.571783809686367,-0.523361093807932,0.524927537635153,-0.576131096172038,0.555863784157437,-0.481299022560623,0.588995623913865,-0.555475547756162,0.823279290089911,-0.77490313456361,0.802200650587574,-0.808360965896456,0.750262179942812,-0.717274639757996,0.751807422394118,-0.795263806841422
61,S,21,1,14,CORE,16,0,0.38,0.13,0.38,0.06,0,0,0.06,0,0,0.86593784047434,-0.628787853781444,0.376350653307575,-0.537566249923333,5,1.43820224719101,0.353171875000001,0.281406250000003,-0.3125,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.536461999238839,-0.528735898838677,0.502236776644917,-0.504759002094449,0.504658192609313,-0.492032003948193,0.54589838313968,-0.511723617994522,0.74299332134345,-0.681882922808609,0.712793228766181,-0.733037164320511,0.740952709138505,-0.733826915929368,0.774908590951463,-0.682485211322447
62,S,21,1,14,EDGE,13,0.23,0.08,0.46,0.15,0,0,0,0,0,0.08,0.676334971555194,-0.128922144885923,-0.391104073558097,-0.308863558881657,5,1.43220338983051,0.384615384615385,0.384615384615385,-0.307692307692308,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.580750249685472,-0.597350788723704,0.556879029615913,-0.584574407990358,0.619018402458139,-0.626214079689006,0.645491686338999,-0.57587306662685,0.795160448273779,-0.824144237311456,0.809331912182234,-0.775302884982274,0.927230708372341,-0.813689615322457,0.759796066917966,-0.851032373108187
63,S,24,3,18,CORE,18,0.06,0.11,0.22,0,0.22,0,0,0.28,0.06,0.06,-0.00958211043227145,-0.346884688156914,0.549278142142123,-0.224392966964256,7,1.24615384615385,0.327777777777778,0.277777777777778,-0.277777777777778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.472858684450003,-0.451537945297408,0.475089251252504,-0.525101726901706,0.473196067962204,-0.476409782158864,0.509984015827859,-0.497663392597272,0.604566143461029,-0.687656885485485,0.677392186405159,-0.660309159875587,0.644819393121045,-0.691223228709429,0.708460776291379,-0.686463226312888
64,S,24,3,18,EDGE,18,0.06,0,0.33,0.22,0,0,0,0.22,0.11,0.06,0.231032227011744,-0.075584529149698,-0.0492044364387403,-0.592587060645043,6,1.296,0.327777777777778,0.277777777777778,-0.277777777777778,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.472858684450003,-0.451537945297408,0.475089251252504,-0.525101726901706,0.473196067962204,-0.476409782158864,0.509984015827859,-0.497663392597272,0.604566143461029,-0.687656885485485,0.677392186405159,-0.660309159875587,0.644819393121045,-0.691223228709429,0.708460776291379,-0.686463226312888
65,S,25,1,17,CORE,14,0,0.21,0.14,0.21,0.14,0.07,0.14,0,0,0.07,0.3613824533176,-0.263879339637058,0.240880239479047,-0.435425789288515,7,1.19512195121951,0.367910714285715,0.357142857142857,-0.285714285714286,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.51247928565692,-0.53333165026471,0.540170835420461,-0.582819060449183,0.526625341765123,-0.547313185461876,0.604964690807871,-0.559815200473007,0.744449370217997,-0.790244754677742,0.801526495831019,-0.780175947980468,0.838256735327608,-0.833863482074149,0.759460603047471,-0.815769200368504
66,S,25,1,17,EDGE,11,0.09,0,0.27,0.09,0,0.18,0.09,0.09,0,0.18,0.00427423586258632,-0.0495717044936315,-0.270901274251558,-0.235310934627049,7,1.21,0.413704545454547,0.409318181818187,-0.409318181818182,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.654595542548839,-0.634754504042166,0.608777700599355,-0.689676273932045,0.647318449195653,-0.552848735929293,0.680005895624503,-0.60336137083859,0.881259566629983,-0.952433339844478,0.917634207730988,-0.932725855337313,0.926727301393283,-0.84011433276436,0.875167832539419,-0.89141092139181
