,Treatment,Rep,Position,Table,SampleID,Lineage,GenotypeID
4,CTRL,1,CORE,3,C1C1D,LM003,LJ01
5,CTRL,1,CORE,3,C1C1E,LM008,LJ03
6,CTRL,1,CORE,3,C1C1F,LM008,LJ03
7,CTRL,1,CORE,3,C1C1G,LM008,LJ03
8,CTRL,1,CORE,3,C1C1H,LM003,LJ01
9,CTRL,1,CORE,3,C1C1I,LM003,LJ01
10,CTRL,1,CORE,3,C1C1J,LM003,LJ01
11,CTRL,1,CORE,3,C1C1K,LM001,LM01
12,CTRL,1,CORE,3,C1C1L,LM008,LJ03
13,CTRL,1,CORE,3,C1C1M,LM008,LJ03
14,CTRL,1,CORE,3,C1C1N,LM003,LJ01
15,CTRL,1,CORE,3,C1C1O,LM008,LJ03
16,CTRL,1,CORE,3,C1C1P,LM008,LJ03
17,CTRL,1,EDGE,3,C1E1A,LM009,LJ04
19,CTRL,1,EDGE,3,C1E1C,LM009,LJ04
20,CTRL,1,EDGE,3,C1E1D,LM009,LJ04
21,CTRL,1,EDGE,3,C1E1E,LM008,LJ03
22,CTRL,1,EDGE,3,C1E1F,LM009,LJ04
23,CTRL,1,EDGE,3,C1E1G,LM009,LJ04
24,CTRL,1,EDGE,3,C1E1H,LM009,LJ04
25,CTRL,1,EDGE,3,C1E1I,LM009,LJ04
26,CTRL,1,EDGE,3,C1E1J,LM009,LJ04
27,CTRL,1,EDGE,3,C1E1K,LM001,LM01
28,CTRL,1,EDGE,3,C1E1L,LM009,LJ04
29,CTRL,1,EDGE,3,C1E1M,LM009,LJ04
30,CTRL,1,EDGE,3,C1E1N,LM009,LJ04
31,CTRL,1,EDGE,3,C1E1O,LM009,LJ04
32,CTRL,1,EDGE,3,C1E1P,LM009,LJ04
33,CTRL,1,EDGE,3,C1E1Q,LM009,LJ04
34,CTRL,1,EDGE,3,C1E1R,LM009,LJ04
36,CTRL,2,CORE,2,C2C1B,LM010,LM06
38,CTRL,2,CORE,2,C2C1D,LM001,LM01
39,CTRL,2,CORE,2,C2C1E,LM008,LJ03
40,CTRL,2,CORE,2,C2C1F,LM010,LM06
41,CTRL,2,CORE,2,C2C1G,LM001,LM01
42,CTRL,2,CORE,2,C2C1H,LM006,LM04
43,CTRL,2,CORE,2,C2C1I,LM008,LJ03
44,CTRL,2,CORE,2,C2C1J,LM010,LM06
45,CTRL,2,CORE,2,C2C1K,LM008,LJ03
46,CTRL,2,CORE,2,C2C1L,LM006,LM04
47,CTRL,2,CORE,2,C2C1M,LM002,LM02
48,CTRL,2,CORE,2,C2C1N,LM005,LM03
49,CTRL,2,CORE,2,C2C1O,LM007,LM05
50,CTRL,2,CORE,2,C2C1P,LM001,LM01
52,CTRL,2,EDGE,2,C2E1B,LM008,LJ03
53,CTRL,2,EDGE,2,C2E1C,LM005,LM03
54,CTRL,2,EDGE,2,C2E1D,LM008,LJ03
55,CTRL,2,EDGE,2,C2E1E,LM008,LJ03
56,CTRL,2,EDGE,2,C2E1F,LM009,LJ04
57,CTRL,2,EDGE,2,C2E1G,LM005,LM03
58,CTRL,2,EDGE,2,C2E1H,LM001,LM01
59,CTRL,2,EDGE,2,C2E1I,LM001,LM01
60,CTRL,2,EDGE,2,C2E1J,LM005,LM03
61,CTRL,2,EDGE,2,C2E1K,LM006,LM04
62,CTRL,2,EDGE,2,C2E1L,LM005,LM03
63,CTRL,2,EDGE,2,C2E1M,LM003,LJ01
64,CTRL,2,EDGE,2,C2E1N,LM004,LJ02
65,CTRL,2,EDGE,2,C2E1O,LM005,LM03
66,CTRL,2,EDGE,2,C2E1P,LM003,LJ01
67,CTRL,3,EDGE,4,C3E1A,LM009,LJ04
68,CTRL,3,EDGE,4,C3E1B,LM005,LM03
70,CTRL,4,CORE,2,C4C1A,LM003,LJ01
71,CTRL,4,CORE,2,C4C1B,LM009,LJ04
72,CTRL,4,CORE,2,C4C1C,LM003,LJ01
73,CTRL,4,CORE,2,C4C1D,LM001,LM01
74,CTRL,4,CORE,2,C4C1E,LM003,LJ01
75,CTRL,4,CORE,2,C4C1F,LM003,LJ01
76,CTRL,4,CORE,2,C4C1G,LM008,LJ03
77,CTRL,4,CORE,2,C4C1H,LM003,LJ01
78,CTRL,4,CORE,2,C4C1I,LM008,LJ03
79,CTRL,4,CORE,2,C4C1J,LM008,LJ03
80,CTRL,4,EDGE,2,C4E1A,LM003,LJ01
81,CTRL,4,EDGE,2,C4E1B,LM010,LM06
82,CTRL,4,EDGE,2,C4E1C,LM008,LJ03
83,CTRL,4,EDGE,2,C4E1D,LM008,LJ03
84,CTRL,4,EDGE,2,C4E1E,LM006,LM04
85,CTRL,4,EDGE,2,C4E1F,LM008,LJ03
86,CTRL,4,EDGE,2,C4E1G,LM008,LJ03
87,CTRL,4,EDGE,2,C4E1H,LM008,LJ03
88,CTRL,4,EDGE,2,C4E1I,LM008,LJ03
89,CTRL,4,EDGE,2,C4E1J,LM006,LM04
90,CTRL,5,CORE,2,C5C1A,LM001,LM01
91,CTRL,5,CORE,2,C5C1B,LM009,LJ04
92,CTRL,5,CORE,2,C5C1C,LM005,LM03
93,CTRL,5,CORE,2,C5C1D,LM004,LJ02
94,CTRL,5,CORE,2,C5C1E,LM003,LJ01
95,CTRL,5,CORE,2,C5C1F,LM006,LM04
96,CTRL,5,CORE,2,C5C1G,LM002,LM02
97,CTRL,5,CORE,2,C5C1H,LM008,LJ03
98,CTRL,5,CORE,2,C5C1I,LM004,LJ02
99,CTRL,5,CORE,2,C5C1J,LM001,LM01
100,CTRL,5,EDGE,2,C5E1A,LM009,LJ04
101,CTRL,5,EDGE,2,C5E1B,LM007,LM05
102,CTRL,5,EDGE,2,C5E1C,LM009,LJ04
103,CTRL,5,EDGE,2,C5E1D,LM009,LJ04
104,CTRL,5,EDGE,2,C5E1E,LM009,LJ04
105,CTRL,5,EDGE,2,C5E1F,LM005,LM03
106,CTRL,5,EDGE,2,C5E1G,LM009,LJ04
107,CTRL,5,EDGE,2,C5E1H,LM002,LM02
108,CTRL,5,EDGE,2,C5E1I,LM003,LJ01
109,CTRL,5,EDGE,2,C5E1J,LM009,LJ04
110,CTRL,6,CORE,3,C6C1A,LM009,LJ04
111,CTRL,6,CORE,3,C6C1B,LM008,LJ03
112,CTRL,6,CORE,3,C6C1C,LM001,LM01
113,CTRL,6,EDGE,3,C6E1A,LM007,LM05
114,CTRL,6,EDGE,3,C6E1B,LM004,LJ02
117,CTRL,6,EDGE,3,C6E1E,LM006,LM04
118,CTRL,6,EDGE,3,C6E1O,LM002,LM02
119,CTRL,7,EDGE,4,C7E1A,LM010,LM06
120,CTRL,7,EDGE,4,C7E1B,LM008,LJ03
121,CTRL,7,EDGE,4,C7E1C,LM005,LM03
122,CTRL,8,CORE,1,C8C1A,LM001,LM01
123,CTRL,8,CORE,1,C8C1B,LM002,LM02
124,CTRL,8,CORE,1,C8C1C,LM001,LM01
126,CTRL,8,CORE,1,C8C1E,LM009,LJ04
127,CTRL,8,CORE,1,C8C1F,LM008,LJ03
128,CTRL,8,CORE,1,C8C1G,LM002,LM02
129,CTRL,8,CORE,1,C8C1H,LM008,LJ03
130,CTRL,8,CORE,1,C8C1I,LM008,LJ03
131,CTRL,8,CORE,1,C8C1J,LM008,LJ03
132,CTRL,8,EDGE,1,C8E1A,LM004,LJ02
133,CTRL,8,EDGE,1,C8E1B,LM002,LM02
134,CTRL,8,EDGE,1,C8E1C,LM003,LJ01
136,CTRL,8,EDGE,1,C8E1E,LM004,LJ02
137,CTRL,8,EDGE,1,C8E1F,LM004,LJ02
138,CTRL,8,EDGE,1,C8E1G,LM007,LM05
139,CTRL,8,EDGE,1,C8E1H,LM004,LJ02
140,CTRL,8,EDGE,1,C8E1I,LM005,LM03
141,CTRL,8,EDGE,1,C8E1J,LM005,LM03
142,CTRL,8,EDGE,1,C8E1O,LM008,LJ03
143,CTRL,10,CORE,4,C10C1X,LM009,LJ04
146,CTRL,10,CORE,4,C10C1C,LM003,LJ01
147,CTRL,10,CORE,4,C10C1D,LM008,LJ03
148,CTRL,10,CORE,4,C10C1E,LM008,LJ03
149,CTRL,10,CORE,4,C10C1F,LM008,LJ03
150,CTRL,10,CORE,4,C10C1I,LM010,LM06
151,CTRL,10,EDGE,4,C10E1Y,LM004,LJ02
153,CTRL,11,CORE,5,C11C1A,LM009,LJ04
154,CTRL,11,CORE,5,C11C1B,LM010,LM06
155,CTRL,11,CORE,5,C11C1C,LM008,LJ03
156,CTRL,11,CORE,5,C11C1D,LM001,LM01
157,CTRL,11,CORE,5,C11C1E,LM008,LJ03
158,CTRL,11,CORE,5,C11C1F,LM001,LM01
159,CTRL,11,CORE,5,C11C1G,LM008,LJ03
160,CTRL,11,CORE,5,C11C1H,LM001,LM01
161,CTRL,11,CORE,5,C11C1I,LM009,LJ04
162,CTRL,11,CORE,5,C11C1J,LM002,LM02
163,CTRL,11,CORE,5,C11C1K,LM001,LM01
164,CTRL,11,CORE,5,C11C1L,LM010,LM06
165,CTRL,11,CORE,5,C11C1M,LM009,LJ04
166,CTRL,11,CORE,5,C11C1N,LM001,LM01
167,CTRL,11,CORE,5,C11C1O,LM001,LM01
168,CTRL,11,CORE,5,C11C1P,LM001,LM01
169,CTRL,11,CORE,5,C11C1Q,LM010,LM06
170,CTRL,11,CORE,5,C11C1R,LM001,LM01
171,CTRL,11,EDGE,5,C11E1A,LM003,LJ01
172,CTRL,11,EDGE,5,C11E1B,LM009,LJ04
173,CTRL,11,EDGE,5,C11E1C,LM004,LJ02
174,CTRL,11,EDGE,5,C11E1D,LM003,LJ01
175,CTRL,11,EDGE,5,C11E1E,LM004,LJ02
176,CTRL,11,EDGE,5,C11E1F,LM008,LJ03
177,CTRL,11,EDGE,5,C11E1G,LM009,LJ04
178,CTRL,11,EDGE,5,C11E1H,LM003,LJ01
179,CTRL,11,EDGE,5,C11E1I,LM005,LM03
180,CTRL,11,EDGE,5,C11E1J-1,LM008,LJ03
181,CTRL,11,EDGE,5,C11E1J,LM009,LJ04
182,CTRL,11,EDGE,5,C11E1K,LM008,LJ03
183,CTRL,11,EDGE,5,C11E1L,LM004,LJ02
184,CTRL,11,EDGE,5,C11E1M,LM009,LJ04
185,CTRL,11,EDGE,5,C11E1N,LM001,LM01
186,CTRL,11,EDGE,5,C11E1O,LM009,LJ04
187,CTRL,11,EDGE,5,C11E1P,LM004,LJ02
188,CTRL,11,EDGE,5,C11E1Q,LM001,LM01
189,CTRL,12,CORE,2,C12C1A,LM006,LM04
190,CTRL,12,CORE,2,C12C1B,LM008,LJ03
191,CTRL,12,CORE,2,C12C1C,LM010,LM06
192,CTRL,12,CORE,2,C12C1D,LM008,LJ03
193,CTRL,12,CORE,2,C12C1E,LM002,LM02
194,CTRL,12,CORE,2,C12C1F,LM004,LJ02
195,CTRL,12,CORE,2,C12C1G,LM002,LM02
196,CTRL,12,CORE,2,C12C1H,LM008,LJ03
197,CTRL,12,CORE,2,C12C1I,LM004,LJ02
198,CTRL,12,CORE,2,C12C1J,LM008,LJ03
199,CTRL,12,CORE,2,C12C1K,LM008,LJ03
200,CTRL,12,CORE,2,C12C1L,LM008,LJ03
201,CTRL,12,CORE,2,C12C1M,LM009,LJ04
202,CTRL,12,CORE,2,C12C1N,LM002,LM02
203,CTRL,12,CORE,2,C12C1O,LM008,LJ03
204,CTRL,12,CORE,2,C12C1P,LM002,LM02
205,CTRL,12,EDGE,2,C12E1A,LM008,LJ03
206,CTRL,12,EDGE,2,C12E1B,LM009,LJ04
207,CTRL,12,EDGE,2,C12E1C,LM001,LM01
208,CTRL,12,EDGE,2,C12E1D,LM008,LJ03
209,CTRL,12,EDGE,2,C12E1E,LM001,LM01
210,CTRL,12,EDGE,2,C12E1F,LM005,LM03
211,CTRL,12,EDGE,2,C12E1G,LM004,LJ02
212,CTRL,12,EDGE,2,C12E1H,LM009,LJ04
213,CTRL,12,EDGE,2,C12E1I-1,LM004,LJ02
214,CTRL,12,EDGE,2,C12E1I,LM004,LJ02
215,CTRL,12,EDGE,NA,C12E1J-2,LM009,LJ04
216,CTRL,12,EDGE,2,C12E1J,LM009,LJ04
217,CTRL,12,EDGE,2,C12E1K,LM009,LJ04
218,CTRL,12,EDGE,2,C12E1L,LM004,LJ02
219,CTRL,12,EDGE,2,C12E1M,LM004,LJ02
220,CTRL,12,EDGE,2,C12E1N,LM005,LM03
221,CTRL,12,EDGE,2,C12E1O,LM009,LJ04
222,CTRL,12,EDGE,2,C12E1P,LM004,LJ02
223,CTRL,14,CORE,2,C14C1A,LM001,LM01
224,CTRL,14,CORE,2,C14C1B,LM002,LM02
225,CTRL,14,CORE,2,C14C1C,LM006,LM04
226,CTRL,14,CORE,2,C14C1D,LM007,LM05
227,CTRL,14,CORE,2,C14C1E,LM002,LM02
228,CTRL,14,CORE,2,C14C1F,LM005,LM03
229,CTRL,14,CORE,2,C14C1G,LM001,LM01
230,CTRL,14,CORE,2,C14C1H,LM006,LM04
231,CTRL,14,CORE,2,C14C1I,LM008,LJ03
232,CTRL,14,CORE,2,C14C1J,LM002,LM02
233,CTRL,14,EDGE,2,C14E1A,LM008,LJ03
234,CTRL,14,EDGE,2,C14E1B,LM009,LJ04
235,CTRL,14,EDGE,2,C14E1C,LM008,LJ03
236,CTRL,14,EDGE,2,C14E1D,LM009,LJ04
237,CTRL,14,EDGE,2,C14E1E,LM004,LJ02
238,CTRL,14,EDGE,2,C14E1F,LM009,LJ04
239,CTRL,14,EDGE,2,C14E1G,LM009,LJ04
240,CTRL,14,EDGE,2,C14E1H,LM009,LJ04
241,CTRL,14,EDGE,2,C14E1I,LM009,LJ04
242,CTRL,14,EDGE,2,C14E1J,LM008,LJ03
243,CTRL,15,CORE,5,C15C1A,LM008,LJ03
244,CTRL,15,CORE,5,C15C1B,LM009,LJ04
245,CTRL,15,CORE,5,C15C1C,LM008,LJ03
246,CTRL,15,CORE,5,C15C1D,LM008,LJ03
247,CTRL,15,CORE,5,C15C1E,LM009,LJ04
248,CTRL,15,CORE,5,C15C1F,LM002,LM02
249,CTRL,15,CORE,5,C15C1G,LM008,LJ03
250,CTRL,15,CORE,5,C15C1H,LM008,LJ03
251,CTRL,15,CORE,5,C15C1I,LM002,LM02
252,CTRL,15,CORE,5,C15C1J,LM009,LJ04
253,CTRL,15,CORE,5,C15C1K,LM008,LJ03
254,CTRL,15,CORE,5,C15C1L,LM008,LJ03
255,CTRL,15,CORE,5,C15C1M,LM008,LJ03
256,CTRL,15,CORE,5,C15C1N,LM003,LJ01
257,CTRL,15,CORE,5,C15C1O,LM002,LM02
258,CTRL,15,CORE,5,C15C1P,LM002,LM02
259,CTRL,15,CORE,5,C15C1Q,LM002,LM02
260,CTRL,15,CORE,5,C15C1R,LM008,LJ03
261,CTRL,15,EDGE,5,C15E1A,LM007,LM05
262,CTRL,15,EDGE,5,C15E1B,LM010,LM06
263,CTRL,15,EDGE,5,C15E1C,LM005,LM03
264,CTRL,15,EDGE,5,C15E1D,LM005,LM03
265,CTRL,15,EDGE,5,C15E1E,LM010,LM06
266,CTRL,15,EDGE,5,C15E1F,LM005,LM03
267,CTRL,15,EDGE,5,C15E1G,LM009,LJ04
268,CTRL,15,EDGE,5,C15E1H,LM010,LM06
269,CTRL,15,EDGE,5,C15E1I,LM010,LM06
270,CTRL,15,EDGE,5,C15E1J,LM002,LM02
271,CTRL,15,EDGE,5,C15E1K,LM005,LM03
272,CTRL,15,EDGE,5,C15E1L,LM009,LJ04
273,CTRL,15,EDGE,5,C15E1M,LM005,LM03
274,CTRL,15,EDGE,5,C15E1N,LM005,LM03
275,CTRL,15,EDGE,5,C15E1O,LM002,LM02
276,CTRL,15,EDGE,5,C15E1P,LM010,LM06
277,CTRL,16,CORE,2,C16C1A,LM008,LJ03
278,CTRL,16,CORE,2,C16C1B,LM008,LJ03
279,CTRL,16,CORE,2,C16C1C,LM008,LJ03
280,CTRL,16,CORE,2,C16C1D,LM008,LJ03
281,CTRL,16,CORE,2,C16C1E,LM008,LJ03
282,CTRL,16,CORE,2,C16C1F,LM004,LJ02
283,CTRL,16,CORE,2,C16C1G,LM008,LJ03
284,CTRL,16,CORE,2,C16C1H,LM008,LJ03
285,CTRL,16,CORE,2,C16C1I,LM004,LJ02
286,CTRL,16,CORE,2,C16C1J,LM009,LJ04
287,CTRL,16,EDGE,2,C16E1A,LM002,LM02
288,CTRL,16,EDGE,2,C16E1B,LM006,LM04
289,CTRL,16,EDGE,2,C16E1C,LM001,LM01
290,CTRL,16,EDGE,2,C16E1D,LM003,LJ01
291,CTRL,16,EDGE,2,C16E1E,LM006,LM04
292,CTRL,16,EDGE,2,C16E1F,LM002,LM02
293,CTRL,16,EDGE,2,C16E1G,LM009,LJ04
294,CTRL,16,EDGE,2,C16E1H,LM010,LM06
295,CTRL,16,EDGE,2,C16E1I,LM002,LM02
296,CTRL,16,EDGE,2,C16E1J,LM006,LM04
297,CTRL,18,CORE,3,C18C1A,LM010,LM06
298,CTRL,18,CORE,3,C18C1B,LM002,LM02
299,CTRL,18,CORE,3,C18C1B-1,LM001,LM01
300,CTRL,18,CORE,3,C18C1C,LM006,LM04
301,CTRL,18,CORE,3,C18C1D,LM002,LM02
302,CTRL,18,CORE,3,C18C1E,LM007,LM05
303,CTRL,18,CORE,3,C18C1F,LM006,LM04
304,CTRL,18,CORE,3,C18C1G,LM006,LM04
305,CTRL,18,CORE,3,C18C1H,LM007,LM05
306,CTRL,18,CORE,3,C18C1I,LM002,LM02
307,CTRL,18,CORE,3,C18C1J,LM007,LM05
308,CTRL,18,EDGE,3,C18E1A,LM007,LM05
309,CTRL,18,EDGE,3,C18E1B,LM009,LJ04
310,CTRL,18,EDGE,3,C18E1C,LM007,LM05
311,CTRL,18,EDGE,3,C18E1D,LM007,LM05
312,CTRL,18,EDGE,3,C18E1E,LM007,LM05
313,CTRL,18,EDGE,3,C18E1F,LM007,LM05
314,CTRL,18,EDGE,3,C18E1G,LM001,LM01
315,CTRL,18,EDGE,3,C18E1H,LM003,LJ01
316,CTRL,18,EDGE,3,C18E1I,LM009,LJ04
317,CTRL,18,EDGE,3,C18E1J,LM007,LM05
318,CTRL,19,CORE,4,C19C1A,LM005,LM03
319,CTRL,19,CORE,4,C19C1B,LM008,LJ03
320,CTRL,19,CORE,4,C19C1C,LM005,LM03
321,CTRL,19,CORE,4,C19C1D,LM008,LJ03
322,CTRL,19,CORE,4,C19C1E,LM008,LJ03
323,CTRL,19,CORE,4,C19C1F,LM008,LJ03
324,CTRL,19,CORE,4,C19C1G,LM006,LM04
325,CTRL,19,CORE,4,C19C1H,LM006,LM04
326,CTRL,19,CORE,4,C19C1I,LM005,LM03
327,CTRL,19,CORE,4,C19C1J,LM005,LM03
328,CTRL,19,CORE,4,C19C1K,LM008,LJ03
329,CTRL,19,CORE,4,C19C1L,LM008,LJ03
330,CTRL,19,CORE,4,C19C1M,LM005,LM03
331,CTRL,19,CORE,4,C19C1N,LM008,LJ03
333,CTRL,19,CORE,4,C19C1Y,LM009,LJ04
334,CTRL,19,CORE,4,C19C1X,LM008,LJ03
335,CTRL,19,EDGE,4,C19E1A,LM003,LJ01
336,CTRL,19,EDGE,4,C19E1B,LM002,LM02
337,CTRL,19,EDGE,4,C19E1C,LM008,LJ03
338,CTRL,19,EDGE,4,C19E1D,LM009,LJ04
339,CTRL,19,EDGE,4,C19E1E,LM006,LM04
340,CTRL,19,EDGE,4,C19E1F,LM003,LJ01
341,CTRL,19,EDGE,4,C19E1G,LM004,LJ02
343,CTRL,19,EDGE,4,C19E1I,LM009,LJ04
344,CTRL,19,EDGE,4,C19E1J-1,LM003,LJ01
346,CTRL,19,EDGE,4,C19E1K,LM005,LM03
349,CTRL,20,CORE,3,C20C1C,LM002,LM02
350,CTRL,20,CORE,3,C20C1D,LM008,LJ03
351,CTRL,20,CORE,3,C20C1E,LM007,LM05
352,CTRL,20,CORE,3,C20C1F,LM007,LM05
353,CTRL,20,CORE,3,C20C1G,LM008,LJ03
354,CTRL,20,CORE,3,C20C1H,LM002,LM02
355,CTRL,20,CORE,3,C20C1I,LM007,LM05
356,CTRL,20,CORE,3,C20C1J,LM002,LM02
357,CTRL,20,EDGE,3,C20E1A,LM002,LM02
358,CTRL,20,EDGE,3,C20E1B,LM002,LM02
359,CTRL,20,EDGE,3,C20E1C,LM002,LM02
360,CTRL,20,EDGE,3,C20E1D,LM002,LM02
361,CTRL,22,CORE,4,C22C1A,LM008,LJ03
362,CTRL,23,CORE,1,C23C1A,LM008,LJ03
363,CTRL,23,CORE,1,C23C1B,LM008,LJ03
364,CTRL,23,CORE,1,C23C1C,LM009,LJ04
365,CTRL,23,CORE,1,C23C1D,LM003,LJ01
366,CTRL,23,CORE,1,C23C1E,LM008,LJ03
367,CTRL,23,CORE,1,C23C1F,LM008,LJ03
368,CTRL,23,CORE,1,C23C1G-1,LM003,LJ01
369,CTRL,23,CORE,1,C23C1G,LM003,LJ01
370,CTRL,23,CORE,1,C23C1H,LM008,LJ03
371,CTRL,23,CORE,1,C23C1I,LM008,LJ03
372,CTRL,23,CORE,1,C23C1J,LM009,LJ04
373,CTRL,23,EDGE,1,C23E1A,LM008,LJ03
374,CTRL,23,EDGE,1,C23E1B,LM009,LJ04
375,CTRL,23,EDGE,1,C23E1C,LM006,LM04
376,CTRL,23,EDGE,1,C23E1D,LM002,LM02
377,CTRL,23,EDGE,1,C23E1E,LM002,LM02
378,CTRL,23,EDGE,1,C23E1F,LM009,LJ04
379,CTRL,23,EDGE,1,C23E1G,LM002,LM02
380,CTRL,23,EDGE,1,C23E1H,LM006,LM04
381,CTRL,23,EDGE,1,C23E1I,LM009,LJ04
382,CTRL,23,EDGE,1,C23E1J,LM002,LM02
383,CTRL,24,CORE,1,C24C1A,LM003,LJ01
384,CTRL,24,CORE,1,C24C1B,LM007,LM05
385,CTRL,24,CORE,1,C24C1C,LM007,LM05
386,CTRL,24,CORE,1,C24C1D,LM003,LJ01
387,CTRL,24,CORE,1,C24C1E,LM003,LJ01
388,CTRL,24,CORE,1,C24C1F,LM007,LM05
389,CTRL,24,CORE,1,C24C1G,LM003,LJ01
390,CTRL,24,CORE,1,C24C1H,LM003,LJ01
391,CTRL,24,CORE,1,C24C1I,LM003,LJ01
392,CTRL,24,CORE,1,C24C1J,LM007,LM05
393,CTRL,24,CORE,1,C24C1K,LM007,LM05
394,CTRL,24,CORE,1,C24C1L,LM003,LJ01
395,CTRL,24,CORE,1,C24C1M,LM005,LM03
396,CTRL,24,CORE,1,C24C1N,LM007,LM05
397,CTRL,24,CORE,1,C24C1O,LM007,LM05
398,CTRL,24,CORE,1,C24C1P,LM007,LM05
399,CTRL,24,EDGE,1,C24E1A,LM005,LM03
400,CTRL,24,EDGE,1,C24E1B,LM006,LM04
401,CTRL,24,EDGE,1,C24E1C,LM001,LM01
402,CTRL,24,EDGE,1,C24E1D,LM001,LM01
403,CTRL,24,EDGE,1,C24E1E,LM001,LM01
404,CTRL,24,EDGE,1,C24E1F,LM005,LM03
405,CTRL,24,EDGE,1,C24E1G,LM001,LM01
406,CTRL,24,EDGE,1,C24E1H,LM008,LJ03
407,CTRL,24,EDGE,1,C24E1I,LM005,LM03
408,CTRL,24,EDGE,1,C24E1J,LM006,LM04
409,CTRL,24,EDGE,1,C24E1K,LM001,LM01
411,CTRL,24,EDGE,1,C24E1M,LM001,LM01
412,CTRL,24,EDGE,1,C24E1N,LM006,LM04
413,CTRL,24,EDGE,1,C24E1O,LM004,LJ02
414,CTRL,24,EDGE,1,C24E1P,LM006,LM04
415,CTRL,25,CORE,2,C25C1A,LM008,LJ03
416,CTRL,25,CORE,2,C25C1B,LM009,LJ04
417,CTRL,25,CORE,2,C25C1C,LM008,LJ03
418,CTRL,25,CORE,2,C25C1D,LM010,LM06
419,CTRL,25,CORE,2,C25C1E,LM010,LM06
420,CTRL,25,CORE,2,C25C1F,LM008,LJ03
421,CTRL,25,CORE,2,C25C1G,LM010,LM06
422,CTRL,25,CORE,2,C25C1H,LM001,LM01
423,CTRL,25,CORE,2,C25C1I,LM008,LJ03
424,CTRL,25,CORE,2,C25C1J,LM002,LM02
425,CTRL,25,CORE,2,C25C1K,LM001,LM01
426,CTRL,25,CORE,2,C25C1L,LM010,LM06
427,CTRL,25,CORE,2,C25C1M,LM008,LJ03
429,CTRL,25,CORE,2,C25C1O,LM010,LM06
430,CTRL,25,CORE,2,C25C1P,LM008,LJ03
431,CTRL,25,EDGE,2,C25E1A,LM003,LJ01
432,CTRL,25,EDGE,2,C25E1B,LM009,LJ04
433,CTRL,25,EDGE,2,C25E1C,LM009,LJ04
435,CTRL,25,EDGE,2,C25E1E,LM002,LM02
436,CTRL,25,EDGE,2,C25E1F,LM009,LJ04
438,CTRL,25,EDGE,2,C25E1H,LM009,LJ04
439,CTRL,25,EDGE,2,C25E1I,LM009,LJ04
440,CTRL,25,EDGE,2,C25E1J,LM009,LJ04
441,CTRL,25,EDGE,2,C25E1K,LM003,LJ01
442,CTRL,25,EDGE,2,C25E1L,LM008,LJ03
443,CTRL,25,EDGE,2,C25E1M,LM009,LJ04
444,CTRL,25,EDGE,2,C25E1N,LM004,LJ02
445,CTRL,25,EDGE,2,C25E1O,LM004,LJ02
446,CTRL,25,EDGE,2,C25E1P,LM002,LM02
447,SPIRO,1,CORE,3,S1C1A,LM008,LJ03
448,SPIRO,1,CORE,3,S1C1B,LM007,LM05
449,SPIRO,1,CORE,3,S1C1C,LM008,LJ03
450,SPIRO,1,CORE,3,S1C1D,LM007,LM05
451,SPIRO,1,CORE,3,S1C1E,LM008,LJ03
452,SPIRO,1,CORE,3,S1C1F,LM008,LJ03
453,SPIRO,1,CORE,3,S1C1G,LM003,LJ01
454,SPIRO,1,CORE,3,S1C1H,LM007,LM05
455,SPIRO,1,CORE,3,S1C1I,LM003,LJ01
456,SPIRO,1,CORE,3,S1C1J,LM008,LJ03
457,SPIRO,1,EDGE,3,S1E1A,LM009,LJ04
458,SPIRO,1,EDGE,3,S1E1B,LM009,LJ04
459,SPIRO,1,EDGE,3,S1E1C,LM009,LJ04
460,SPIRO,1,EDGE,3,S1E1D,LM009,LJ04
462,SPIRO,1,EDGE,3,S1E1F,LM009,LJ04
463,SPIRO,1,EDGE,3,S1E1G,LM003,LJ01
465,SPIRO,1,EDGE,3,S1E1I,LM008,LJ03
466,SPIRO,1,EDGE,3,S1E1J,LM002,LM02
467,SPIRO,2,CORE,2,S2C1A,LM008,LJ03
468,SPIRO,2,CORE,2,S2C1B,LM003,LJ01
469,SPIRO,2,CORE,2,S2C1C,LM008,LJ03
470,SPIRO,2,CORE,2,S2C1D,LM008,LJ03
471,SPIRO,2,CORE,2,S2C1E,LM008,LJ03
472,SPIRO,2,CORE,2,S2C1F,LM008,LJ03
473,SPIRO,2,CORE,2,S2C1G,LM008,LJ03
474,SPIRO,2,CORE,2,S2C1H,LM008,LJ03
475,SPIRO,2,CORE,2,S2C1I-1,LM007,LM05
476,SPIRO,2,CORE,2,S2C1I,LM003,LJ01
477,SPIRO,2,CORE,2,S2C1J,LM005,LM03
478,SPIRO,2,CORE,2,S2C1J-1,LM008,LJ03
479,SPIRO,2,EDGE,2,S2E1A,LM002,LM02
480,SPIRO,2,EDGE,2,S2E1B,LM009,LJ04
481,SPIRO,2,EDGE,2,S2E1C,LM001,LM01
482,SPIRO,2,EDGE,2,S2E1D,LM006,LM04
483,SPIRO,2,EDGE,2,S2E1E,LM002,LM02
484,SPIRO,2,EDGE,2,S2E1F,LM002,LM02
485,SPIRO,2,EDGE,2,S2E1G,LM002,LM02
486,SPIRO,2,EDGE,2,S2E1H,LM003,LJ01
487,SPIRO,2,EDGE,2,S2E1I,LM004,LJ02
488,SPIRO,2,EDGE,2,S2E1J,LM002,LM02
